timestamp,open,high,low,close,volume
2025-03-14 04:00:00,117.2,117.42,116.89,117.42,149181
2025-03-14 04:15:00,117.42,117.69,117.29,117.6,144624
2025-03-14 04:30:00,117.6,117.67,117.38,117.48,129773
2025-03-14 04:45:00,117.48,117.67,117.42,117.46,72200
2025-03-14 05:00:00,117.48,117.74,117.44,117.61,126688
2025-03-14 05:15:00,117.61,117.74,117.52,117.58,78839
2025-03-14 05:30:00,117.6,117.72,117.43,117.66,105840
2025-03-14 05:45:00,117.66,117.87,117.61,117.84,105584
2025-03-14 06:00:00,117.84,117.88,117.56,117.68,97144
2025-03-14 06:15:00,117.7,117.78,117.56,117.71,63756
2025-03-14 06:30:00,117.71,117.76,117.39,117.59,152835
2025-03-14 06:45:00,117.58,117.92,117.56,117.65,165444
2025-03-14 07:00:00,117.68,117.89,117.5,117.81,258097
2025-03-14 07:15:00,117.83,118.18,117.7,118.16,324481
2025-03-14 07:30:00,118.16,118.49,118.07,118.47,393866
2025-03-14 07:45:00,118.46,118.49,118.25,118.38,230652
2025-03-14 08:00:00,118.38,118.67,115.58,118.61,1827651
2025-03-14 08:15:00,118.61,119.13,118.52,119.12,1026373
2025-03-14 08:30:00,119.13,124.92,118.73,118.84,867211
2025-03-14 08:45:00,118.84,119.06,112.11,118.98,1062767
2025-03-14 09:00:00,118.9995,119.15,118.78,118.88,879806
2025-03-14 09:15:00,118.8698,119.0,118.5,118.6,797527
2025-03-14 09:30:00,118.61,120.47,118.15,119.8199,29714268
2025-03-14 09:45:00,119.815,120.565,119.37,119.72,14539753
2025-03-14 10:00:00,119.71,120.27,118.96,119.29,15581996
2025-03-14 10:15:00,119.29,120.12,119.07,119.5249,11158145
2025-03-14 10:30:00,119.529,120.68,119.5001,120.4101,10692990
2025-03-14 10:45:00,120.41,120.55,119.85,120.25,8664509
2025-03-14 11:00:00,120.2412,120.96,120.21,120.5963,9945775
2025-03-14 11:15:00,120.6,121.19,120.55,120.93,8405628
2025-03-14 11:30:00,120.93,121.88,120.78,121.735,10415580
2025-03-14 11:45:00,121.74,121.785,120.82,120.9186,9278436
2025-03-14 12:00:00,120.92,121.05,120.5,120.66,7670651
2025-03-14 12:15:00,120.65,120.99,120.5,120.515,6529334
2025-03-14 12:30:00,120.5101,121.09,120.36,121.03,5948488
2025-03-14 12:45:00,121.035,121.285,120.81,120.88,5673676
2025-03-14 13:00:00,120.87,121.0764,120.6102,120.83,5372834
2025-03-14 13:15:00,120.83,121.055,120.38,120.545,5388980
2025-03-14 13:30:00,120.54,120.79,120.37,120.41,4487368
2025-03-14 13:45:00,120.41,120.8594,120.28,120.4244,5097342
2025-03-14 14:00:00,120.43,120.76,120.32,120.385,4940020
2025-03-14 14:15:00,120.39,120.46,120.11,120.275,5070960
2025-03-14 14:30:00,120.28,120.74,120.245,120.6493,5037124
2025-03-14 14:45:00,120.6499,120.86,120.37,120.59,5618718
2025-03-14 15:00:00,120.58,121.0685,120.415,120.975,7222019
2025-03-14 15:15:00,120.9782,121.01,120.53,120.585,5482023
2025-03-14 15:30:00,120.59,121.0,120.58,120.865,6897175
2025-03-14 15:45:00,120.865,121.8,120.72,121.47,21895758
2025-03-14 16:00:00,121.51,121.7571,112.69,121.4495,50431046
2025-03-14 16:15:00,121.45,121.67,120.9125,121.2,554150
2025-03-14 16:30:00,121.2,121.45,121.18,121.24,229807
2025-03-14 16:45:00,121.24,121.67,121.1266,121.205,1151019
2025-03-14 17:00:00,121.2,166.4678,70.642,121.01,403043
2025-03-14 17:15:00,121.02,121.3,116.88,121.275,159880
2025-03-14 17:30:00,121.2997,121.37,121.18,121.3,117308
2025-03-14 17:45:00,121.2991,121.35,121.25,121.35,79296
2025-03-14 18:00:00,121.34,121.38,121.28,121.36,93656
2025-03-14 18:15:00,121.3598,121.56,121.33,121.4501,163535
2025-03-14 18:30:00,121.46,121.6,121.43,121.59,125012
2025-03-14 18:45:00,121.58,121.59,121.45,121.51,130144
2025-03-14 19:00:00,121.4931,121.6,121.49,121.53,62584
2025-03-14 19:15:00,121.54,121.55,121.41,121.4591,65489
2025-03-14 19:30:00,121.46,121.52,121.42,121.47,95279
2025-03-14 19:45:00,121.5,121.54,121.41,121.5,201029
2025-03-17 04:00:00,121.1,121.98,120.93,121.98,335693
2025-03-17 04:15:00,121.96,122.5,121.68,122.37,271452
2025-03-17 04:30:00,122.35,122.89,122.16,122.88,289195
2025-03-17 04:45:00,122.87,123.04,122.63,122.71,331395
2025-03-17 05:00:00,122.79,122.82,122.33,122.64,255650
2025-03-17 05:15:00,122.65,122.92,122.41,122.81,169460
2025-03-17 05:30:00,122.8,122.87,122.5,122.6,122756
2025-03-17 05:45:00,122.6,122.82,122.53,122.68,102686
2025-03-17 06:00:00,122.68,122.74,122.4,122.67,186435
2025-03-17 06:15:00,122.67,122.75,122.54,122.69,111857
2025-03-17 06:30:00,122.67,122.75,122.47,122.53,159168
2025-03-17 06:45:00,122.55,122.76,122.48,122.5,126518
2025-03-17 07:00:00,122.48,122.92,122.44,122.86,331537
2025-03-17 07:15:00,122.87,123.4,122.83,123.3,517891
2025-03-17 07:30:00,123.3,123.7,123.2,123.5,410517
2025-03-17 07:45:00,123.49,123.61,123.29,123.47,311276
2025-03-17 08:00:00,122.53,123.7,120.83,123.0,2122261
2025-03-17 08:15:00,122.9996,123.05,122.85,123.04,445834
2025-03-17 08:30:00,123.0288,123.63,108.76,123.52,856522
2025-03-17 08:45:00,123.52,123.6,123.03,123.095,638249
2025-03-17 09:00:00,123.09,123.55,122.95,123.36,869350
2025-03-17 09:15:00,123.35,123.39,122.65,122.7,756134
2025-03-17 09:30:00,122.74,122.89,121.14,121.2301,23115137
2025-03-17 09:45:00,121.24,121.51,120.05,121.12,17730342
2025-03-17 10:00:00,121.13,121.3,120.37,121.13,11858568
2025-03-17 10:15:00,121.13,121.2,119.5,119.5282,12069921
2025-03-17 10:30:00,119.53,120.27,119.37,120.16,10510655
2025-03-17 10:45:00,120.155,120.24,119.08,119.33,8656261
2025-03-17 11:00:00,119.345,119.72,118.88,119.4989,9253234
2025-03-17 11:15:00,119.5,119.87,119.22,119.295,6257156
2025-03-17 11:30:00,119.3,119.54,118.975,119.2599,6306047
2025-03-17 11:45:00,119.265,119.71,119.175,119.3054,5293732
2025-03-17 12:00:00,119.31,119.59,119.0,119.45,4888456
2025-03-17 12:15:00,119.45,119.53,118.28,118.3651,8445160
2025-03-17 12:30:00,118.37,118.67,118.03,118.245,8360357
2025-03-17 12:45:00,118.25,118.85,118.09,118.66,5710600
2025-03-17 13:00:00,118.655,118.97,118.35,118.7382,5355820
2025-03-17 13:15:00,118.7399,119.25,118.53,119.1749,5312767
2025-03-17 13:30:00,119.175,119.5,119.0,119.3184,5728466
2025-03-17 13:45:00,119.31,119.65,119.06,119.2001,5589584
2025-03-17 14:00:00,119.2,119.8,119.13,119.765,5147639
2025-03-17 14:15:00,119.7616,120.57,119.75,120.5,7928427
2025-03-17 14:30:00,120.49,120.8,120.3878,120.5429,6592552
2025-03-17 14:45:00,120.545,121.08,120.52,120.6998,7500212
2025-03-17 15:00:00,120.69,120.86,120.34,120.7343,6295176
2025-03-17 15:15:00,120.735,120.74,120.23,120.3644,4902163
2025-03-17 15:30:00,120.36,120.465,119.845,119.9551,6808277
2025-03-17 15:45:00,119.95,120.4,119.42,119.48,14780092
2025-03-17 16:00:00,119.48,119.88,119.17,119.34,33875914
2025-03-17 16:15:00,119.3204,119.53,119.25,119.5299,250082
